Record;Date;UTC Time;LIEB_Tc;LIEB_Tf;LIEB_Q;LIEB_P;JEN1_Tc;JEN1_Tf;JEN1_Q;JEN1_P;JEN2_Tc;JEN2_Tf;JEN2_Q;JEN2_P;HX1_P;HX2_P;Sech_P;Dig_P
2001;03/25/2025;07:15:00;75;66;27;290;78;67;55;713;79;63;62;1084;305;305;1388;0
2002;03/25/2025;07:30:00;74;65;28;290;77;66;56;725;78;63;62;1050;348;354;1266;0
2003;03/25/2025;07:45:00;74;65;28;276;75;66;56;609;77;63;63;975;353;346;1195;0
2004;03/25/2025;08:00:00;77;66;27;347;78;66;56;716;80;63;63;1164;388;368;1415;0
2005;03/25/2025;08:15:00;75;66;28;282;76;66;56;655;77;63;64;1024;321;322;1208;0
2006;03/25/2025;08:30:00;76;65;28;324;76;66;56;661;78;63;63;1079;367;342;1339;0
2007;03/25/2025;08:45:00;75;66;27;288;77;66;55;615;77;63;63;1013;333;327;1234;0
2008;03/25/2025;09:00:00;76;66;28;318;76;66;55;606;78;63;63;1038;332;319;1269;0
2009;03/25/2025;09:15:00;76;66;27;295;76;67;55;566;78;64;62;1000;304;297;1226;0
2010;03/25/2025;09:30:00;75;66;27;287;76;67;55;608;78;64;62;983;287;292;1227;0
2011;03/25/2025;09:45:00;78;67;27;357;79;67;55;708;80;63;62;1175;355;350;1502;0
2012;03/25/2025;10:00:00;77;67;27;329;78;67;55;664;79;64;62;1109;319;317;1454;0
2013;03/25/2025;10:15:00;78;67;27;321;78;68;55;633;79;64;62;1085;299;285;1401;0
2014;03/25/2025;10:30:00;78;67;27;325;78;67;54;640;80;64;62;1100;307;295;1377;0
2015;03/25/2025;10:45:00;78;67;27;338;78;68;54;644;80;64;61;1073;298;286;1422;0
2016;03/25/2025;11:00:00;78;67;27;338;78;68;55;663;80;64;61;1087;306;302;1421;0
2017;03/25/2025;11:15:00;78;67;27;329;78;68;55;668;80;64;61;1072;308;310;1392;0
2018;03/25/2025;11:30:00;81;68;25;360;81;69;54;729;82;65;61;1164;303;303;1532;0
2019;03/25/2025;11:45:00;81;69;26;365;81;69;54;737;82;65;60;1173;304;297;1642;0
2020;03/25/2025;12:00:00;81;69;26;368;81;69;53;724;82;65;60;1151;297;295;1565;0
2021;03/25/2025;12:15:00;81;69;25;349;81;69;53;711;82;65;61;1141;279;266;1570;0
2022;03/25/2025;12:30:00;81;69;26;349;81;69;53;706;82;65;61;1126;291;287;1518;0
2023;03/25/2025;12:45:00;81;69;26;357;81;70;53;700;82;65;60;1142;281;275;1582;0
2024;03/25/2025;13:00:00;81;69;25;341;81;70;53;706;82;66;61;1134;285;275;1565;0
2025;03/25/2025;13:15:00;81;69;25;350;81;69;53;723;82;66;60;1131;288;278;1577;0
2026;03/25/2025;13:30:00;82;69;26;369;82;70;53;737;83;66;61;1191;289;288;1653;0
2027;03/25/2025;13:45:00;82;69;25;359;82;70;53;728;83;66;61;1190;296;285;1632;0
2028;03/25/2025;14:00:00;82;70;24;357;82;70;52;715;83;66;61;1175;299;274;1594;0
2029;03/25/2025;14:15:00;82;70;25;349;83;70;52;720;83;66;60;1183;271;260;1672;0
2030;03/25/2025;14:30:00;82;70;25;354;82;70;52;717;83;66;61;1188;277;266;1684;0
2031;03/25/2025;14:45:00;83;70;25;367;82;70;53;728;83;66;59;1166;270;273;1732;0
2032;03/25/2025;15:00:00;82;70;25;366;82;70;52;713;83;66;60;1181;279;280;1660;0
2033;03/25/2025;15:15:00;83;70;24;358;82;70;53;726;83;65;59;1170;267;260;1746;0
2034;03/25/2025;15:30:00;83;70;25;350;83;70;53;732;83;66;60;1189;252;254;1730;0
2035;03/25/2025;15:45:00;83;70;25;354;83;71;52;716;83;65;60;1186;253;249;1737;0
2036;03/25/2025;16:00:00;83;70;25;358;82;70;52;718;83;65;60;1189;259;253;1734;0
2037;03/25/2025;16:15:00;83;70;24;347;83;71;52;715;83;65;60;1182;246;244;1702;0
2038;03/25/2025;16:30:00;83;70;25;347;83;71;52;714;83;65;59;1172;231;227;1739;0
2039;03/25/2025;16:45:00;83;70;25;347;83;71;52;716;83;65;60;1185;236;229;1731;0
2040;03/25/2025;17:00:00;83;70;25;349;83;71;52;709;83;65;60;1189;223;223;1732;0
2041;03/25/2025;17:15:00;82;70;25;331;83;71;52;686;82;65;60;1128;229;218;1681;0
2042;03/25/2025;17:30:00;82;70;24;319;82;71;52;654;82;66;59;1088;209;203;1591;0
