Record;Date;UTC Time;LIEB_Tc;LIEB_Tf;LIEB_Q;LIEB_P;JEN1_Tc;JEN1_Tf;JEN1_Q;JEN1_P;JEN2_Tc;JEN2_Tf;JEN2_Q;JEN2_P;HX1_P;HX2_P;Sech_P;Dig_P
2501;03/30/2025;12:15:00;81;67;26;409;80;68;54;742;80;62;0;0;228;221;0;0
2502;03/30/2025;12:30:00;80;67;25;372;80;68;54;759;79;62;0;0;217;224;0;0
2503;03/30/2025;12:45:00;82;72;21;243;84;73;49;642;82;63;0;0;303;298;0;0
2504;03/30/2025;13:00:00;83;72;22;279;85;73;50;674;83;63;55;1247;298;306;1568;0
2505;03/30/2025;13:15:00;83;72;21;256;85;73;50;678;83;63;56;1275;296;291;1592;0
2506;03/30/2025;13:30:00;83;72;22;254;85;73;49;667;83;63;58;1260;303;293;1512;0
2507;03/30/2025;13:45:00;82;72;21;246;85;73;50;660;82;63;57;1201;292;283;1474;0
2508;03/30/2025;14:00:00;82;72;22;249;85;73;49;665;82;63;55;1159;308;298;1436;0
2509;03/30/2025;14:15:00;83;73;22;248;85;73;49;642;82;63;0;0;297;288;5;0
2510;03/30/2025;14:30:00;83;72;22;256;85;73;50;662;83;63;55;1222;295;289;1532;0
2511;03/30/2025;14:45:00;83;73;22;253;85;74;49;648;83;64;56;1245;283;279;1522;0
2512;03/30/2025;15:00:00;82;73;22;242;85;74;49;622;82;63;56;1169;278;264;1486;0
2513;03/30/2025;15:15:00;82;73;22;236;85;74;50;627;82;63;0;0;279;263;0;0
2514;03/30/2025;15:30:00;82;73;22;226;85;74;50;625;82;63;0;0;272;271;0;0
2515;03/30/2025;15:45:00;83;74;21;202;86;75;49;610;82;63;0;0;240;244;0;0
2516;03/30/2025;16:00:00;83;74;22;218;86;75;49;616;82;63;0;0;249;244;0;0
2517;03/30/2025;16:15:00;83;74;22;206;86;75;50;615;82;63;0;0;240;233;0;0
2518;03/30/2025;16:30:00;83;74;22;219;86;75;49;621;82;63;0;0;252;244;0;0
