Record;Date;UTC Time;LIEB_Tc;LIEB_Tf;LIEB_Q;LIEB_P;JEN1_Tc;JEN1_Tf;JEN1_Q;JEN1_P;JEN2_Tc;JEN2_Tf;JEN2_Q;JEN2_P;HX1_P;HX2_P;Sech_P;Dig_P
1;02-12-25;11:11:57;59;62;9;30;78;63;57;938;79;65;59;954;358;348;1082;0
2;02-12-25;11:15:00;59;62;9;31;78;63;57;956;80;65;60;1039;342;364;1140;0
3;02-12-25;11:30:00;59;62;9;32;77;63;57;867;81;65;60;1101;336;351;1198;0
4;02-12-25;11:45:00;59;62;9;33;76;63;57;821;81;65;62;1142;355;372;1198;0
5;02-12-25;12:00:00;59;62;9;30;77;63;57;877;81;64;60;1130;363;370;1252;0
6;02-12-25;12:15:00;59;61;9;26;72;62;57;639;76;65;58;763;299;291;778;0
7;02-12-25;12:30:00;78;62;9;155;77;64;57;871;80;64;61;1062;409;403;1209;0
8;02-12-25;12:45:00;79;62;9;171;76;64;57;926;80;65;60;1074;430;431;1210;0
9;02-12-25;13:00:00;79;63;9;164;78;64;57;919;80;65;60;1053;423;431;1199;0
10;02-12-25;13:15:00;79;63;9;162;78;64;57;933;80;65;61;1088;410;424;1207;0
11;02-12-25;13:30:00;79;63;9;158;78;64;57;898;81;65;60;1087;408;429;1208;0
12;02-12-25;13:45:00;79;63;9;163;78;64;57;900;82;65;62;1196;403;401;1317;0
13;02-12-25;14:00:00;79;63;9;165;78;64;57;931;82;65;60;1168;407;429;1303;0
14;02-12-25;14:15:00;79;63;9;158;78;64;57;908;79;65;61;979;406;431;1078;0
15;02-12-25;14:30:00;79;63;9;159;77;64;57;821;79;65;62;986;416;414;1109;0
16;02-12-25;14:45:00;79;63;9;161;77;65;58;800;79;65;60;950;425;379;1099;0
17;02-12-25;15:00:00;80;61;9;181;63;62;57;36;63;63;60;21;165;140;118;0
18;02-12-25;15:15:00;78;64;9;149;77;65;56;772;78;65;60;903;365;368;1037;0
19;02-12-25;15:30:00;79;64;9;158;76;65;58;708;80;65;61;1017;355;358;1130;0
20;02-12-25;15:45:00;80;62;9;179;63;63;57;27;64;64;62;12;152;147;76;0
21;02-12-25;16:00:00;73;60;9;134;73;62;57;595;77;66;60;777;129;142;423;0
