Record;Date;UTC Time;LIEB_Tc;LIEB_Tf;LIEB_Q;LIEB_P;JEN1_Tc;JEN1_Tf;JEN1_Q;JEN1_P;JEN2_Tc;JEN2_Tf;JEN2_Q;JEN2_P;HX1_P;HX2_P;Sech_P;Dig_P
7001;05/16/2025;09:15:00;68;58;28;296;58;59;56;14;73;63;62;721;167;158;686;0
7002;05/16/2025;09:30:00;67;58;28;289;58;59;55;14;73;63;60;737;168;161;672;0
7003;05/16/2025;09:45:00;70;59;28;355;59;59;56;14;75;62;61;889;190;174;888;0
7004;05/16/2025;10:00:00;68;59;28;308;59;59;56;16;75;63;61;839;175;167;788;0
7005;05/16/2025;10:15:00;68;59;28;307;59;59;56;14;74;63;61;778;175;166;744;0
7006;05/16/2025;10:30:00;68;59;28;299;59;59;56;16;75;63;61;836;170;164;764;0
7007;05/16/2025;10:45:00;69;59;28;324;59;59;56;14;75;63;61;850;165;166;787;0
7008;05/16/2025;11:00:00;69;59;28;312;59;59;55;13;75;63;61;855;177;169;789;0
7009;05/16/2025;11:15:00;70;59;28;350;59;60;56;13;76;63;61;923;189;176;903;0
7010;05/16/2025;11:30:00;69;59;28;319;59;60;56;16;75;63;63;896;180;168;836;0
7011;05/16/2025;11:45:00;70;60;28;333;60;60;57;14;76;63;63;933;187;170;888;0
7012;05/16/2025;12:00:00;71;60;28;386;60;60;56;16;77;63;62;1025;188;180;934;0
7013;05/16/2025;12:15:00;71;60;28;359;60;60;55;12;77;63;64;1010;187;179;960;0
7014;05/16/2025;12:30:00;70;60;28;345;60;60;56;14;76;63;63;912;165;155;808;0
6515;05-11-25;07:45:00;67;58;28;270;59;59;56;12;74;62;64;865;162;158;772;0
6516;05-11-25;08:00:00;67;58;28;285;59;59;56;12;74;62;64;876;158;152;782;0
6517;05-11-25;08:15:00;70;59;28;339;59;60;56;13;77;62;64;1075;195;178;1002;0
6518;05-11-25;08:30:00;68;59;28;276;59;59;56;12;74;62;62;817;165;154;775;0
6519;05-11-25;08:45:00;68;59;28;278;59;59;56;10;74;62;63;851;155;146;742;0
