Record;Date;UTC Time;LIEB_Tc;LIEB_Tf;LIEB_Q;LIEB_P;JEN1_Tc;JEN1_Tf;JEN1_Q;JEN1_P;JEN2_Tc;JEN2_Tf;JEN2_Q;JEN2_P;HX1_P;HX2_P;Sech_P;Dig_P
4001;04/15/2025;03:15:00;76;67;26;272;74;67;54;426;77;62;60;1037;130;133;1464;0
4002;04/15/2025;03:30:00;77;67;26;308;76;67;53;505;79;62;58;1120;166;160;1591;0
4003;04/15/2025;03:45:00;75;66;26;260;74;67;54;421;76;62;60;981;137;137;1319;0
4004;04/15/2025;04:00:00;75;66;26;251;73;67;54;393;76;62;60;958;146;136;1312;0
4005;04/15/2025;04:15:00;75;66;26;255;74;67;54;442;76;62;60;937;155;152;1315;0
4006;04/15/2025;04:30:00;76;66;26;296;75;67;54;477;78;62;59;1062;160;163;1491;0
4007;04/15/2025;04:45:00;75;66;26;261;74;67;54;450;76;62;59;963;166;161;1396;0
4008;04/15/2025;05:00:00;75;66;27;257;73;67;54;397;75;62;59;857;151;153;1220;0
4009;04/15/2025;05:15:00;74;66;27;256;74;67;54;448;76;62;59;917;182;165;1302;0
4010;04/15/2025;05:30:00;74;66;26;251;75;66;55;563;76;62;61;995;176;165;1413;0
4011;04/15/2025;05:45:00;74;66;26;242;73;66;55;444;76;62;59;924;196;184;1304;0
4012;04/15/2025;06:00:00;75;66;26;261;75;67;55;506;77;62;60;983;166;172;1328;0
4013;04/15/2025;06:15:00;76;66;26;286;75;67;54;498;78;62;60;1085;184;187;1538;0
4014;04/15/2025;06:30:00;75;66;27;259;74;67;54;461;76;62;60;922;175;167;1346;0
4015;04/15/2025;06:45:00;77;66;26;331;76;67;54;572;80;62;59;1169;221;209;1655;0
4016;04/15/2025;07:00:00;75;66;26;275;75;67;54;500;77;62;59;1019;208;204;1434;0
4017;04/15/2025;07:15:00;75;66;27;266;74;67;54;440;76;62;61;962;175;171;1293;0
4018;04/15/2025;07:30:00;75;66;27;271;74;67;55;463;76;62;60;955;192;181;1377;0
4019;04/15/2025;07:45:00;75;66;27;265;74;67;54;459;76;63;60;903;193;180;1228;0
4020;04/15/2025;08:00:00;76;66;27;292;75;67;54;531;79;63;60;1086;203;209;1419;0
4021;04/15/2025;08:15:00;75;66;26;272;74;67;55;478;77;62;59;1004;205;206;1426;0
4022;04/15/2025;08:30:00;75;66;27;274;74;66;55;491;76;63;59;894;199;190;1224;0
4023;04/15/2025;08:45:00;75;66;26;266;74;67;55;433;76;63;60;916;182;187;1291;0
4024;04/15/2025;09:00:00;77;66;26;310;76;67;54;573;79;63;60;1134;225;219;1539;0
4025;04/15/2025;09:15:00;76;66;27;284;75;67;54;504;78;63;60;1042;209;209;1443;0
4026;04/15/2025;09:30:00;75;66;26;268;74;67;54;428;76;63;61;920;180;172;1213;0
4027;04/15/2025;09:45:00;75;66;27;268;74;67;54;451;77;63;60;927;188;196;1236;0
4028;04/15/2025;10:00:00;75;66;27;271;74;67;55;452;76;63;60;900;202;212;1273;0
4029;04/15/2025;10:15:00;75;66;27;267;74;67;55;424;76;63;58;871;172;183;1204;0
4030;04/15/2025;10:30:00;75;66;27;265;73;67;54;413;76;63;58;851;179;188;1173;0
4031;04/15/2025;10:45:00;75;66;26;267;75;67;54;482;76;63;58;904;200;188;1297;0
4032;04/15/2025;11:00:00;75;66;26;274;74;67;54;460;77;63;61;994;191;182;1332;0
4033;04/15/2025;11:15:00;75;66;27;270;74;67;54;462;76;63;58;893;183;181;1273;0
4034;04/15/2025;11:30:00;75;66;27;273;74;67;54;434;76;63;60;925;184;176;1276;0
4035;04/15/2025;11:45:00;76;66;26;288;75;67;54;496;78;62;58;1017;188;192;1440;0
4036;04/15/2025;12:00:00;76;66;27;292;75;67;54;492;77;62;59;1020;194;192;1416;0
4037;04/15/2025;12:15:00;77;66;26;334;75;67;54;536;79;62;60;1153;202;190;1553;0
4038;04/15/2025;12:30:00;77;66;25;311;76;67;54;562;79;62;59;1102;218;213;1598;0
4039;04/15/2025;12:45:00;76;66;27;286;75;67;55;485;77;62;60;1018;192;184;1327;0
4040;04/15/2025;13:00:00;76;66;27;282;74;67;54;468;78;62;60;1027;195;191;1437;0
4041;04/15/2025;13:15:00;76;66;27;281;75;67;54;485;78;63;58;982;202;189;1427;0
4042;04/15/2025;13:30:00;78;66;27;346;77;67;54;595;80;62;62;1234;239;237;1709;0
4043;04/15/2025;13:45:00;77;67;26;301;76;67;54;533;79;63;59;1066;208;200;1523;0
4044;04/15/2025;14:00:00;76;67;26;283;76;67;54;496;78;63;59;1035;183;178;1486;0
4045;04/15/2025;14:15:00;76;67;26;281;75;68;54;486;78;63;59;1015;174;169;1432;0
4046;04/15/2025;14:30:00;78;67;26;316;77;68;53;546;80;63;58;1119;184;177;1652;0
4047;04/15/2025;14:45:00;77;67;25;288;76;68;53;511;78;63;57;979;176;175;1485;0
4048;04/15/2025;15:00:00;77;67;26;286;76;68;54;486;79;63;59;1019;169;170;1452;0
