Record;Date;UTC Time;Tc_RU;Tf_RU;Hz1_RU;Hz2_RU;Pc_RU;Pf_RU;Tc_HX1_RU;Tc_HX2_RU;Tc_HX1_CIN;Tf_HX1_CIN;Q_HX1_CIN;Hz_HX1_CIN;Tc_HX2_CIN;Tf_HX2_CIN;Q_HX2_CIN;Hz_HX2_CIN
2022;03/25/2025;12:30:00;79;60;50;50;4703;2474;78;82;80;71;25;29;81;71;26;29
2023;03/25/2025;12:45:00;79;61;50;49;4692;2464;79;82;81;72;24;27;81;71;25;27
2024;03/25/2025;13:00:00;79;61;49;49;4693;2480;79;81;80;71;24;29;82;71;24;29
2025;03/25/2025;13:15:00;80;60;49;49;4705;2512;78;81;80;71;25;27;82;72;25;28
2026;03/25/2025;13:30:00;80;61;49;49;4700;2515;80;82;81;72;24;27;82;72;25;27
2027;03/25/2025;13:45:00;80;61;49;49;4703;2526;79;82;81;72;25;27;83;72;25;28
2028;03/25/2025;14:00:00;81;62;49;49;4686;2542;80;83;81;72;23;24;83;72;24;24
2029;03/25/2025;14:15:00;81;63;48;48;4586;2533;80;83;82;73;23;21;83;73;23;22
2030;03/25/2025;14:30:00;80;62;48;47;4593;2560;80;83;82;72;23;24;83;72;23;24
2031;03/25/2025;14:45:00;80;62;48;48;4494;2441;79;83;82;72;23;23;83;72;24;23
2032;03/25/2025;15:00:00;80;63;48;48;4497;2463;80;82;82;72;23;24;83;72;25;24
2033;03/25/2025;15:15:00;80;63;47;47;4460;2474;80;83;82;73;23;22;83;72;23;22
2034;03/25/2025;15:30:00;81;63;47;47;4493;2479;80;83;82;73;22;20;83;74;23;20
2035;03/25/2025;15:45:00;81;63;46;47;4462;2485;81;84;81;73;23;19;83;73;23;19
2036;03/25/2025;16:00:00;81;63;47;47;4505;2487;80;83;81;73;23;20;83;73;23;20
2037;03/25/2025;16:15:00;81;64;47;47;4514;2477;81;83;82;73;22;19;83;74;23;19
2038;03/25/2025;16:30:00;81;64;47;46;4456;2504;81;84;82;74;22;17;84;74;23;17
2039;03/25/2025;16:45:00;81;64;47;47;4481;2494;81;83;82;73;22;19;84;73;22;19
2040;03/25/2025;17:00:00;82;64;44;47;4457;2504;81;84;82;74;22;16;83;74;23;16
2041;03/25/2025;17:15:00;81;64;47;46;4427;2493;81;83;82;74;22;16;83;74;22;16
2042;03/25/2025;17:30:00;81;65;46;46;4392;2488;81;83;81;74;22;16;83;74;23;17
2043;03/25/2025;17:45:00;81;64;46;46;4392;2491;80;82;81;74;23;17;82;74;23;18
2044;03/25/2025;18:00:00;81;64;47;46;4452;2514;81;83;82;74;22;18;83;74;23;18
2045;03/25/2025;18:15:00;81;64;46;46;4396;2471;81;84;81;75;22;17;83;74;23;17
2046;03/25/2025;18:30:00;81;64;46;46;4424;2493;81;83;81;75;22;16;83;75;23;16
2047;03/25/2025;18:45:00;81;64;46;46;4405;2499;81;84;82;74;22;17;83;74;23;17
2048;03/25/2025;19:00:00;82;64;46;46;4382;2480;81;84;82;74;22;15;84;74;22;15
2049;03/25/2025;19:15:00;81;64;46;46;4360;2483;81;83;82;74;22;16;83;74;23;16
2050;03/25/2025;19:30:00;82;64;46;46;4373;2479;81;83;82;75;22;13;83;75;23;13
2051;03/25/2025;19:45:00;81;64;46;45;4388;2476;81;83;82;74;22;16;83;74;23;16
2052;03/25/2025;20:00:00;81;65;46;46;4380;2485;81;84;82;75;22;15;84;74;22;15
2053;03/25/2025;20:15:00;81;64;47;47;4442;2458;81;83;81;73;22;18;83;74;22;18
2054;03/25/2025;20:30:00;81;64;46;47;4395;2482;81;83;82;75;22;15;83;74;22;15
2055;03/25/2025;20:45:00;80;63;47;47;4483;2478;79;82;81;74;22;19;82;74;23;19
2056;03/25/2025;21:00:00;80;62;48;47;4535;2468;80;82;80;74;23;21;82;73;23;21
2057;03/25/2025;21:15:00;79;63;48;48;4490;2464;79;81;80;74;22;18;81;73;23;18
2058;03/25/2025;21:30:00;81;63;47;47;4481;2468;81;83;82;74;22;17;83;74;22;17
2059;03/25/2025;21:45:00;80;63;48;47;4464;2447;79;82;80;74;23;18;82;74;23;18
2060;03/25/2025;22:00:00;80;62;47;47;4454;2449;79;82;80;73;23;19;82;73;23;19
2061;03/25/2025;22:15:00;79;63;48;48;4456;2432;78;81;79;74;23;19;81;73;23;19
2062;03/25/2025;22:30:00;80;63;47;47;4401;2434;80;82;81;74;22;17;82;74;23;17
2063;03/25/2025;22:45:00;80;63;48;47;4458;2427;79;82;80;74;23;19;81;74;23;19
2064;03/25/2025;23:00:00;80;64;47;47;4372;2409;79;82;80;73;22;16;82;74;23;16
2065;03/25/2025;23:15:00;79;63;47;47;4379;2417;79;81;80;74;23;19;81;73;23;19
2066;03/25/2025;23:30:00;80;63;47;48;4404;2418;79;81;80;74;23;19;82;73;24;19
2067;03/25/2025;23:45:00;79;63;47;47;4341;2417;78;81;80;73;23;21;81;73;23;21
2068;03/26/2025;00:00:00;78;63;47;46;4364;2379;78;80;79;73;24;24;80;72;25;25
2069;03/26/2025;00:15:00;80;62;48;48;4446;2406;80;82;81;73;23;19;82;73;23;19
2070;03/26/2025;00:30:00;80;62;48;48;4530;2395;79;82;79;73;23;21;81;73;24;22
2071;03/26/2025;00:45:00;79;61;49;49;4635;2391;78;80;79;72;24;25;80;72;25;25
2072;03/26/2025;01:00:00;79;61;50;50;4660;2411;78;80;79;72;24;24;81;72;24;24
2073;03/26/2025;01:15:00;80;62;50;48;4610;2405;80;82;81;73;23;20;82;73;23;21
2074;03/26/2025;01:30:00;79;62;48;49;4558;2413;79;81;79;73;24;22;81;72;24;22
2075;03/26/2025;01:45:00;79;62;48;48;4499;2408;79;81;79;73;23;22;80;72;24;23
2076;03/26/2025;02:00:00;79;62;48;48;4468;2411;78;81;79;73;23;22;81;73;24;22
2077;03/26/2025;02:15:00;80;62;49;49;4576;2419;80;83;81;73;22;19;83;74;24;19
2078;03/26/2025;02:30:00;80;62;48;47;4463;2391;80;82;80;73;23;19;83;73;24;19
2079;03/26/2025;02:45:00;79;62;47;48;4468;2411;78;81;79;73;23;21;80;73;23;21
2080;03/26/2025;03:00:00;78;62;48;47;4473;2395;78;80;79;73;23;22;80;73;24;22
2081;03/26/2025;03:15:00;80;62;48;48;4481;2398;79;82;81;73;23;18;82;73;23;19
2082;03/26/2025;03:30:00;79;62;48;47;4498;2373;78;80;78;73;24;21;80;73;24;22
2083;03/26/2025;03:45:00;77;62;49;49;4536;2371;76;79;77;72;24;26;79;72;25;26
2084;03/26/2025;04:00:00;77;62;49;48;4467;2354;76;80;77;72;24;25;78;72;24;25
2085;03/26/2025;04:15:00;79;63;47;48;4433;2340;78;81;79;72;24;22;81;73;24;22
2086;03/26/2025;04:30:00;78;62;48;48;4436;2340;78;79;78;72;23;24;80;72;25;24
2087;03/26/2025;04:45:00;76;61;49;49;4521;2315;75;77;76;71;24;30;77;71;26;30
2088;03/26/2025;05:00:00;76;61;49;49;4437;2305;75;77;76;71;25;31;78;71;25;31
2089;03/26/2025;05:15:00;76;61;48;48;4431;2361;75;78;76;71;25;28;77;70;26;28
2090;03/26/2025;05:30:00;77;61;49;49;4526;2384;76;79;77;72;25;29;79;71;25;29
2091;03/26/2025;05:45:00;75;60;50;50;4583;2360;74;76;75;70;27;32;76;70;27;32
2092;03/26/2025;06:00:00;77;62;49;49;4470;2408;76;79;78;71;25;28;80;71;25;28
2093;03/26/2025;06:15:00;75;61;50;50;4497;2353;74;77;75;70;27;36;77;69;27;36
2094;03/26/2025;06:30:00;75;59;50;49;4519;2335;73;76;76;68;28;41;77;68;29;41
2095;03/26/2025;06:45:00;74;60;50;50;4484;2326;73;75;74;69;28;38;76;68;29;38
2096;03/26/2025;07:00:00;76;60;50;50;4475;2304;76;78;79;70;27;36;80;69;28;36
2097;03/26/2025;07:15:00;75;60;50;50;4507;2329;74;77;76;69;28;37;77;69;28;37
2098;03/26/2025;07:30:00;74;59;51;50;4490;2319;74;77;76;69;29;40;77;68;29;40
2099;03/26/2025;07:45:00;74;58;50;50;4539;2311;73;76;75;68;29;43;76;68;30;43
2100;03/26/2025;08:00:00;74;58;51;50;4520;2312;73;76;75;67;30;43;76;68;30;43
2101;03/26/2025;08:15:00;74;59;50;50;4511;2300;74;76;75;69;28;38;77;68;29;38
2102;03/26/2025;08:30:00;75;59;50;50;4522;2285;75;77;76;69;28;39;78;68;28;39
2103;03/26/2025;08:45:00;76;58;51;49;4518;2301;76;79;78;69;27;36;79;69;27;36
2104;03/26/2025;09:00:00;76;59;50;50;4529;2306;75;78;77;69;28;38;78;69;28;38
2105;03/26/2025;09:15:00;76;60;50;50;4485;2305;75;78;77;69;27;37;79;69;28;37
2106;03/26/2025;09:30:00;76;59;50;50;4498;2302;76;78;77;69;27;36;79;69;29;36
2107;03/26/2025;09:45:00;70;59;50;50;4487;2287;70;72;69;67;31;46;70;66;31;47
2108;03/26/2025;10:00:00;63;57;51;50;4561;2383;62;64;61;64;32;50;62;63;34;51
2109;03/26/2025;10:15:00;62;56;51;49;4498;2313;61;63;60;63;33;50;61;62;33;50
2110;03/26/2025;10:30:00;66;56;51;50;4491;2325;66;69;66;65;33;50;68;64;33;51
2111;03/26/2025;10:45:00;75;58;50;50;4577;2385;75;78;78;69;28;40;81;68;29;40
2112;03/26/2025;11:00:00;75;58;50;50;4605;2412;75;77;77;68;28;39;79;68;30;40
2113;03/26/2025;11:15:00;75;58;50;50;4585;2455;74;77;77;68;29;41;78;68;30;41
2114;03/26/2025;11:30:00;74;58;50;50;4619;2460;73;76;76;67;30;45;77;67;31;45
2115;03/26/2025;11:45:00;75;57;50;50;4715;2466;75;77;77;67;30;44;79;67;31;44
2116;03/26/2025;12:00:00;75;54;50;50;4732;2504;74;77;76;66;32;48;78;66;32;48
2117;03/26/2025;12:15:00;75;53;50;50;4787;2521;74;76;76;66;32;48;78;66;32;48
2118;03/26/2025;12:30:00;74;55;50;50;4669;2434;73;76;75;66;31;47;77;66;32;47
2119;03/26/2025;12:45:00;75;56;50;50;4627;2476;74;77;77;67;30;46;78;67;31;45
2120;03/26/2025;13:00:00;76;59;50;50;4658;2470;76;78;78;69;28;38;80;68;28;38
2121;03/26/2025;13:15:00;77;59;50;50;4681;2488;75;78;78;69;28;39;80;68;29;39
2122;03/26/2025;13:30:00;77;59;50;50;4723;2530;77;79;79;69;28;36;81;69;28;36
2123;03/26/2025;13:45:00;76;58;50;50;4725;2533;76;78;78;68;28;38;79;69;28;38
2124;03/26/2025;14:00:00;78;59;50;50;4769;2531;77;79;79;70;26;32;81;70;27;32
2125;03/26/2025;14:15:00;78;59;50;50;4689;2426;77;79;79;70;27;34;80;70;27;34
2126;03/26/2025;14:30:00;78;59;50;50;4673;2450;77;79;79;69;27;37;81;69;28;37
2127;03/26/2025;14:45:00;77;58;50;50;4707;2452;77;79;79;69;27;35;80;69;27;35
2128;03/26/2025;15:00:00;78;60;50;50;4669;2481;78;81;80;71;26;31;81;71;26;31
2129;03/26/2025;15:15:00;79;60;49;50;4725;2468;78;81;80;71;25;30;81;70;26;30
1630;03/21/2025;10:30:00;80;62;49;49;4643;2525;80;82;81;72;23;26;83;72;24;27
1631;03/21/2025;10:45:00;80;61;49;49;4689;2528;79;81;81;71;24;27;82;71;23;28
1632;03/21/2025;11:00:00;80;61;49;47;4669;2553;80;82;82;72;23;24;83;73;24;24
1633;03/21/2025;11:15:00;80;63;48;48;4604;2560;80;82;82;73;23;24;83;72;23;25
1634;03/21/2025;11:30:00;81;63;48;48;4464;2454;80;82;82;72;23;23;83;73;23;23
1635;03/21/2025;11:45:00;81;62;48;48;4438;2470;80;83;82;73;22;21;83;73;23;21
1636;03/21/2025;12:00:00;80;62;47;48;4529;2483;80;83;82;72;23;23;83;72;23;23
1637;03/21/2025;12:15:00;80;63;48;48;4496;2488;80;83;82;73;22;21;83;73;23;21
1638;03/21/2025;12:30:00;81;64;47;45;4433;2505;80;82;82;73;22;20;84;73;23;20
1639;03/21/2025;12:45:00;81;64;47;46;4413;2504;80;83;82;73;22;20;83;73;23;20
1640;03/21/2025;13:00:00;81;63;47;47;4500;2507;81;83;82;74;22;19;84;74;22;19
1641;03/21/2025;13:15:00;82;64;47;46;4463;2516;81;83;82;74;22;18;83;74;22;18
1642;03/21/2025;13:30:00;81;64;47;47;4509;2526;80;83;83;73;22;18;84;73;22;19
1643;03/21/2025;13:45:00;81;64;47;45;4506;2531;81;83;82;74;22;18;84;74;22;18
1644;03/21/2025;14:00:00;82;65;46;46;4440;2554;81;83;83;75;21;16;83;73;22;17
1645;03/21/2025;14:15:00;81;65;45;46;4422;2559;80;83;83;74;22;18;84;74;22;18
1646;03/21/2025;14:30:00;82;65;46;46;4291;2451;82;83;83;75;21;14;84;75;21;14
1647;03/21/2025;14:45:00;82;65;46;44;4302;2456;82;84;83;75;21;14;85;75;22;14
1648;03/21/2025;15:00:00;82;66;45;45;4298;2462;81;83;83;75;21;14;83;75;22;14
1649;03/21/2025;15:15:00;82;65;45;45;4287;2469;81;83;82;75;21;13;84;75;21;13
1650;03/21/2025;15:30:00;82;66;44;45;4218;2473;82;84;83;75;21;12;84;75;21;12
1651;03/21/2025;15:45:00;82;65;45;45;4322;2492;81;83;82;74;21;17;84;74;22;17
1652;03/21/2025;16:00:00;82;66;46;45;4340;2492;81;84;83;75;21;13;84;75;21;13
1653;03/21/2025;16:15:00;82;66;44;44;4233;2502;82;85;83;76;21;11;83;75;21;12
1654;03/21/2025;16:30:00;82;67;44;44;4214;2495;82;84;83;76;21;11;84;76;21;11
1655;03/21/2025;16:45:00;82;66;44;43;4219;2491;82;84;83;76;20;11;84;76;21;11
1656;03/21/2025;17:00:00;82;67;44;44;4225;2485;82;84;83;77;21;11;84;76;21;11
1657;03/21/2025;17:15:00;82;66;45;44;4230;2500;82;84;83;76;21;11;84;75;21;11
1658;03/21/2025;17:30:00;82;65;45;45;4289;2494;82;84;83;75;21;12;84;75;21;12
1659;03/21/2025;17:45:00;82;65;45;45;4320;2476;82;84;83;75;21;12;84;76;21;13
1660;03/21/2025;18:00:00;82;65;45;45;4259;2459;81;84;83;75;21;12;84;75;22;12
1661;03/21/2025;18:15:00;82;66;45;45;4217;2478;82;84;83;76;20;11;84;75;21;11
1662;03/21/2025;18:30:00;82;65;45;45;4300;2456;82;84;82;76;20;12;84;75;22;12
1663;03/21/2025;18:45:00;82;66;46;46;4281;2454;81;84;82;75;21;13;84;75;21;13
1664;03/21/2025;19:00:00;82;64;46;45;4297;2458;81;83;82;75;21;13;84;75;22;13
1665;03/21/2025;19:15:00;82;65;46;45;4321;2444;81;84;82;75;21;15;84;75;22;15
1666;03/21/2025;19:30:00;82;66;45;44;4257;2437;81;84;82;75;21;13;84;75;21;13
1667;03/21/2025;19:45:00;82;65;46;46;4325;2437;81;84;82;74;21;13;84;75;22;13
1668;03/21/2025;20:00:00;82;65;46;46;4322;2441;81;84;83;75;21;14;84;74;21;14
1669;03/21/2025;20:15:00;82;65;45;45;4253;2456;81;84;82;75;21;12;84;74;22;12
1670;03/21/2025;20:30:00;82;65;43;45;4263;2445;82;84;83;75;20;12;84;75;21;12
1671;03/21/2025;20:45:00;82;65;45;45;4243;2453;82;84;83;75;21;13;84;75;22;13
1672;03/21/2025;21:00:00;82;65;44;45;4266;2467;82;84;83;76;21;11;84;75;21;11
1673;03/21/2025;21:15:00;82;65;46;45;4306;2443;82;84;83;75;21;13;84;75;22;13
1674;03/21/2025;21:30:00;82;65;45;45;4297;2446;82;84;83;75;21;12;84;76;21;12
1675;03/21/2025;21:45:00;82;65;46;46;4332;2459;81;84;83;75;21;13;84;75;21;13
1676;03/21/2025;22:00:00;82;65;45;45;4208;2475;82;84;83;75;21;13;84;75;21;13
1677;03/21/2025;22:15:00;82;65;45;45;4254;2461;81;84;83;75;20;12;84;75;22;12
1678;03/21/2025;22:30:00;82;65;45;44;4295;2450;82;84;82;75;21;13;83;75;21;13
1679;03/21/2025;22:45:00;81;65;45;45;4307;2456;81;84;83;75;21;13;84;75;22;13
1680;03/21/2025;23:00:00;82;65;45;46;4302;2452;81;84;82;75;20;13;84;75;22;13
1681;03/21/2025;23:15:00;81;65;45;45;4283;2451;81;84;82;75;20;12;84;75;22;12
1682;03/21/2025;23:30:00;82;65;45;45;4266;2472;82;84;82;75;21;12;84;75;22;12
1683;03/21/2025;23:45:00;81;66;45;45;4245;2456;81;83;82;76;21;13;83;75;21;13
1684;03/22/2025;00:00:00;81;65;44;45;4225;2481;80;83;83;75;21;13;83;75;22;13
1685;03/22/2025;00:15:00;82;66;44;45;4274;2474;82;84;83;75;21;13;84;75;22;13
1686;03/22/2025;00:30:00;82;65;45;44;4311;2447;81;84;82;76;21;13;83;75;21;13
1687;03/22/2025;00:45:00;80;65;46;45;4338;2442;80;83;82;74;21;16;83;74;22;16
1688;03/22/2025;01:00:00;81;66;45;43;4259;2447;81;82;81;75;21;12;83;75;21;13
1689;03/22/2025;01:15:00;82;66;45;44;4240;2434;82;84;83;75;21;11;84;75;21;11
1690;03/22/2025;01:30:00;82;65;45;45;4240;2452;81;84;82;75;20;12;83;75;21;12
1691;03/22/2025;01:45:00;80;65;45;45;4259;2448;80;82;80;75;21;14;81;74;21;14
1692;03/22/2025;02:00:00;80;65;46;45;4289;2432;80;82;79;75;21;14;81;74;21;14
1693;03/22/2025;02:15:00;79;65;46;45;4274;2423;79;81;80;74;21;16;81;74;22;16
1694;03/22/2025;02:30:00;80;65;45;45;4230;2413;79;82;80;75;21;14;81;74;22;14
1695;03/22/2025;02:45:00;81;65;46;45;4235;2389;80;82;81;74;21;13;82;75;22;13
1696;03/22/2025;03:00:00;79;64;46;46;4311;2385;79;81;79;74;21;16;81;74;22;16
1697;03/22/2025;03:15:00;79;64;46;46;4297;2370;78;81;80;75;21;17;81;74;22;17
1698;03/22/2025;03:30:00;78;65;46;46;4249;2365;78;81;78;74;22;19;80;73;23;19
1699;03/22/2025;03:45:00;77;64;45;46;4241;2357;77;80;78;74;22;18;79;73;23;18
1700;03/22/2025;04:00:00;81;64;46;46;4305;2332;81;83;82;74;21;15;83;74;22;15
1701;03/22/2025;04:15:00;80;64;47;46;4293;2346;79;81;80;74;21;18;81;74;22;18
1702;03/22/2025;04:30:00;78;64;46;46;4202;2314;77;80;78;74;22;20;79;73;23;21
1703;03/22/2025;04:45:00;77;63;47;47;4282;2360;77;79;77;73;23;23;78;72;23;23
1704;03/22/2025;05:00:00;77;63;48;48;4482;2418;77;79;77;73;22;23;78;72;23;23
1705;03/22/2025;05:15:00;78;63;48;47;4446;2417;78;80;79;73;23;23;80;73;23;23
1706;03/22/2025;05:30:00;79;63;48;47;4424;2427;78;81;79;73;23;22;80;72;23;22
1707;03/22/2025;05:45:00;77;63;47;47;4451;2400;76;79;76;72;23;25;78;71;24;25
1708;03/22/2025;06:00:00;77;63;48;47;4458;2391;76;79;77;72;23;25;78;72;24;25
1709;03/22/2025;06:15:00;76;62;49;49;4482;2396;76;78;77;71;24;29;77;71;25;29
1710;03/22/2025;06:30:00;78;62;49;48;4477;2363;77;80;79;73;23;25;81;72;23;25
1711;03/22/2025;06:45:00;79;62;48;48;4461;2352;79;82;80;73;23;23;82;73;23;23
1712;03/22/2025;07:00:00;80;63;47;47;4340;2366;80;82;81;73;22;19;82;73;22;19
1713;03/22/2025;07:15:00;80;62;49;49;4512;2383;79;81;81;72;23;26;82;72;24;26
1714;03/22/2025;07:30:00;79;62;49;48;4478;2391;79;81;80;72;24;24;81;72;24;24
1715;03/22/2025;07:45:00;78;63;48;48;4453;2386;77;80;79;71;24;28;80;71;25;28
1716;03/22/2025;08:00:00;78;62;47;47;4348;2403;77;80;80;72;24;28;81;72;24;28
1717;03/22/2025;08:15:00;78;63;47;48;4402;2413;77;80;80;72;24;26;81;71;23;26
1718;03/22/2025;08:30:00;79;62;48;48;4451;2413;79;82;81;72;23;25;82;72;23;25
1719;03/22/2025;08:45:00;80;62;48;48;4543;2436;80;82;81;72;24;24;82;72;24;24
1720;03/22/2025;09:00:00;79;61;49;49;4580;2438;79;82;80;71;23;26;82;72;24;26
1721;03/22/2025;09:15:00;80;62;48;48;4572;2457;79;81;81;72;23;24;82;73;23;24
1722;03/22/2025;09:30:00;80;62;48;48;4543;2470;79;82;81;73;23;23;82;73;23;23
1723;03/22/2025;09:45:00;81;63;46;48;4507;2486;80;84;82;74;22;18;84;73;23;19
1724;03/22/2025;10:00:00;81;64;47;47;4477;2479;81;83;82;74;22;19;84;74;22;19
1725;03/22/2025;10:15:00;82;65;46;46;4401;2528;81;83;82;74;22;17;84;73;22;17
1726;03/22/2025;10:30:00;81;63;47;47;4475;2514;80;83;82;74;22;19;83;74;22;19
1727;03/22/2025;10:45:00;81;65;47;47;4484;2523;81;83;82;75;22;19;83;74;23;19
1728;03/22/2025;11:00:00;81;64;46;47;4502;2525;81;82;82;74;21;18;83;73;22;18
1729;03/22/2025;11:15:00;82;64;47;46;4464;2535;81;83;82;74;22;17;83;74;22;17
1730;03/22/2025;11:30:00;81;64;47;46;4454;2525;81;83;82;74;22;17;84;74;22;17
1731;03/22/2025;11:45:00;81;65;45;46;4417;2537;81;83;82;74;21;16;83;74;22;16
1732;03/22/2025;12:00:00;82;65;46;46;4443;2545;81;84;82;75;21;17;84;74;23;18
1733;03/22/2025;12:15:00;82;65;45;45;4416;2550;82;83;82;75;21;14;83;74;22;15
1734;03/22/2025;12:30:00;82;66;45;45;4397;2566;82;84;83;75;21;13;84;75;22;14
1735;03/22/2025;12:45:00;82;66;45;45;4395;2571;82;84;83;75;21;12;84;75;22;12
1736;03/22/2025;13:00:00;82;66;44;44;4298;2592;82;85;83;75;20;11;84;75;22;11
1737;03/22/2025;13:15:00;82;66;44;45;4250;2446;82;84;82;75;21;13;84;75;22;13
1738;03/22/2025;13:30:00;82;66;45;45;4264;2465;81;84;83;76;21;11;84;75;21;11
1739;03/22/2025;13:45:00;82;66;44;45;4225;2470;82;85;83;76;20;12;84;76;21;13
1740;03/22/2025;14:00:00;82;66;45;45;4260;2492;81;84;83;75;20;12;84;76;21;12
1741;03/22/2025;14:15:00;82;66;44;45;4249;2481;82;85;83;76;20;11;84;75;21;11
1742;03/22/2025;14:30:00;82;66;44;45;4257;2455;81;85;83;75;21;11;84;76;21;11
1743;03/22/2025;14:45:00;82;66;44;44;4206;2479;82;84;83;76;21;11;85;76;21;11
1744;03/22/2025;15:00:00;82;66;44;44;4237;2484;82;84;83;76;21;11;84;76;21;11
1745;03/22/2025;15:15:00;82;66;44;44;4245;2475;82;85;83;76;21;11;85;76;21;11
1746;03/22/2025;15:30:00;82;66;45;44;4241;2475;82;84;83;76;21;11;84;75;21;11
1747;03/22/2025;15:45:00;82;67;44;44;4234;2481;82;84;83;76;20;11;84;75;21;11
1748;03/22/2025;16:00:00;82;66;45;44;4255;2490;83;84;83;76;21;12;85;75;21;12
1749;03/22/2025;16:15:00;83;66;44;45;4281;2495;82;85;83;76;21;11;85;76;21;11
1750;03/22/2025;16:30:00;83;66;44;44;4260;2489;82;84;83;76;21;11;85;76;21;11
1751;03/22/2025;16:45:00;83;66;44;44;4198;2510;83;85;84;76;21;11;85;76;21;11
1752;03/22/2025;17:00:00;83;66;44;43;4205;2493;82;85;83;76;21;11;84;76;21;11
1753;03/22/2025;17:15:00;82;67;44;43;4193;2495;82;85;83;76;21;11;84;76;21;11
1754;03/22/2025;17:30:00;82;67;43;43;4105;2530;81;84;83;76;21;11;85;75;21;11
1755;03/22/2025;17:45:00;82;67;44;43;4175;2505;81;84;83;75;21;11;84;76;21;11
1756;03/22/2025;18:00:00;82;67;44;44;4169;2504;82;85;83;75;21;12;84;75;21;13
1757;03/22/2025;18:15:00;83;66;45;44;4239;2484;82;84;83;75;21;11;84;75;21;11
1758;03/22/2025;18:30:00;83;66;44;44;4215;2487;82;85;83;76;21;11;84;76;22;11
1759;03/22/2025;18:45:00;82;65;45;43;4287;2472;81;84;83;74;21;14;85;75;21;14
1760;03/22/2025;19:00:00;82;65;45;45;4363;2479;81;84;82;75;21;14;84;74;21;14
1761;03/22/2025;19:15:00;82;65;45;45;4268;2468;81;84;82;75;21;13;84;75;22;13
1762;03/22/2025;19:30:00;81;65;46;47;4422;2470;81;83;82;74;22;19;84;74;22;19
1763;03/22/2025;19:45:00;82;65;45;45;4286;2485;81;83;82;75;21;14;84;75;22;14
1764;03/22/2025;20:00:00;82;65;46;46;4321;2477;81;84;83;75;21;12;84;75;22;12
1765;03/22/2025;20:15:00;82;65;45;45;4278;2478;82;84;82;75;21;12;84;75;21;12
1766;03/22/2025;20:30:00;82;65;45;45;4264;2496;81;84;83;75;21;11;84;76;21;11
1767;03/22/2025;20:45:00;82;66;45;44;4272;2477;81;84;83;76;21;11;84;75;21;11
1768;03/22/2025;21:00:00;82;66;45;45;4279;2480;82;84;82;75;21;11;84;76;21;11
1769;03/22/2025;21:15:00;82;66;45;44;4300;2471;82;84;82;76;21;12;84;76;22;12
1770;03/22/2025;21:30:00;82;65;45;45;4313;2466;82;84;83;76;21;11;84;76;22;11
1771;03/22/2025;21:45:00;82;65;45;44;4289;2473;82;84;83;75;21;11;84;76;21;11
1772;03/22/2025;22:00:00;82;65;46;44;4324;2464;81;84;82;76;21;12;85;75;22;12
1773;03/22/2025;22:15:00;82;65;46;45;4302;2474;82;84;83;75;21;12;84;75;22;12
